"Conference Name","Sector","Tags","S/C's","Description","Web Address"
"2007 Plug-In Hybrids: Accelerating Progress","","","","",""
"2007 Plug-In Hybrids: Accelerating Progress","","","","",""
"2007 Power Conversion Conference - Nagoya (PCC)","","","","",""
"2007 Power Conversion Conference - Nagoya (PCC)","","","","",""
"2007 Power Conversion Conference - Nagoya (PCC)","","","","",""
"2007 Power Systems Conference (PSC) Advanced Metering, Protection, Control, Communication, and Distributed Resources","","","","",""
"2007 Quantum Electronics and Laser Science Conference (QELS)","Computing & IT, Manufacturing & Devices, Communications","","","",""
"2007 Radar Resolution, Nonlinear Estimation, and Other Gratuitous Remarks on the Back of an Envelope: A Tribute to Fred Daum","","","","",""
"2007 Reliability of Compound Semiconductors Workshop (ROCS)","","","","",""
"2007 RESNA Annual Conference","Computing & IT, Healthcare, Communications, Manufacturing & Devices","","","",""
"2007 Richard Tapia Celebration of Diversity in Computing Conference (TAPIA 2007)","Education, Computing & IT","","","",""
"2007 Robotica, The 7th Conference on Mobile Robots and Competitions","Education","","","",""
"2007 RO-MAN: The 16th IEEE International Symposium on Robot and Human Interactive Communication","","","","",""
"2007 RO-MAN: The 16th IEEE International Symposium on Robot and Human Interactive Communication","Healthcare, Education, Computing & IT","","","",""
"2007 RO-MAN: The 16th IEEE International Symposium on Robot and Human Interactive Communication","","","","",""
"2007 SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference (IMOC)","","","","",""
"2007 SC - International Conference for High Performance Computing, Networking, Storage and Analysis","Entertainment, Communications, Financial Services, Computing & IT, Manufacturing & Devices, Defense, Healthcare, Critical Infrastructure, Education","","","",""
"2007 Second Annual Conference on Wireless On demand Network Systems and Services (WONS 2007)","Communications","","","",""
"2007 Second International Conference on Access Networks & Workshops (ACCESSNETS)","Communications","","","",""
"2007 Second International Conference on Communications and Networking in China (CHINACOM)","","","","",""
"2007 Second International Conference on Communications and Networking in China (CHINACOM)","","","","",""
"2007 Second International Conference on Communications and Networking in China (CHINACOM)","","","","",""
"2007 Seminar for Advanced Industrial Control Applications (SAICA)","","","","",""
"2007 Seminar for Advanced Industrial Control Applications (SAICA)","","","","",""
"2007 Seminar on Antennas and Propagation for Body-Centric Wireless Communications (APBWC)","","","","",""
"2007 Seminar/Workshop on Direct and Inverse Problems of Electromagnetic and Acoustic Wave Theory - (DIPED)","","","","",""
"2007 Siberian Conference on Control and Communications (SIBCON 2007)","","","","",""
"2007 Silicon Nanoelectronics Workshop (SNW)","","","","",""
"2007 Sixth Euro American Workshop on Information Optics","","","","",""
"2007 Spanish Conference on Electron Devices (CDE)","","","","",""
"2007 Symposium on ECS ULSI Process Integration","","","","",""
"2007 Symposium on Evolutionary Computation (SEC)","","","","",""
"2007 Symposium on Microelectronics Technology and Devices (SBMicro)","","","","",""
"2007 Symposium on Point-Based Graphics (PBG)","Entertainment, Education, Computing & IT","","","",""
"2007 Symposium on Underwater Technology (UT) and Workshop on Scientific Use of Submarine Cables and Related Technologies (SSC)","","","","",""
"2007 The Joint International Conference on Optical Internet (COIN) and Australian Conf. on Optical Fibre Technology (ACOFT) (COIN-ACOFT 2007)","","","","",""
"2007 Third International Conference on Industrial Electronics, Technology and Automation (IETA)","Computing & IT, Manufacturing & Devices","","","",""
"2007 Third International Conference on Information and Automation for Sustainability (ICIAfS)","","","","",""
"2007 Third International Conference on Information and Automation for Sustainability (ICIAfS)","","","","",""
"2007 Topical Meeting on Silicon Monolithic Integrated Circuits in RF Systems","","","","",""
"2007 Topical Workshop on Heterostructure Microelectronics (TWHM)","","","","",""
"2007 Universities Power Engineering Conference (UPEC)","","","","",""
"2007 Urban Remote Sensing Joint Event","","","","",""
"2007 Virtual Rehabilitation","Healthcare, Education, Manufacturing & Devices","","","",""
"2007 Visions of the Energy Future","","","","",""
"2007 Wearable & Implantable Body Sensor Networks Conference (BSN)","Computing & IT, Healthcare, Communications, Manufacturing & Devices","","","",""
"2007 Winter Simulation Conference - (WSC 2007)","","","","",""
"2007 Wireless Rural and Emergency Communications (WRECOM)","Defense, Critical Infrastructure, Communications","","","",""
"2007 Wireless Telecommunications Symposium (WTS 2007)","Communications","","","",""
"2007 Working Conference on Reverse Engineering (WCRE)","Critical Infrastructure, Manufacturing & Devices, Defense, Education, Computing & IT, Entertainment, Financial Services","","","",""
"2007 Working IEEE/IFIP Conference on Software Architecture (WICSA)","Education, Computing & IT","","","",""
"2007 Workshop in Information Security Theory and Practices 2007 Smart Cards, Mobile and Ubiquitous Computing Systems (WISTP)","","","","",""
"2007 Workshop in Information Security Theory and Practices 2007 Smart Cards, Mobile and Ubiquitous Computing Systems (WISTP)","Manufacturing & Devices, Communications, Defense, Education, Computing & IT, Entertainment, Financial Services","","","",""
"2007 Workshop in Information Security Theory and Practices 2007 Smart Cards, Mobile and Ubiquitous Computing Systems (WISTP)","","","","",""
"2007 Workshop on Compact Modeling for RF/Microwave Applications (CMRF)","","","","",""
"2007 Workshop on Computational Electromagnetics in Time-Domain (CEM-TD)","","","","",""
"2007 Workshop on Computational Electromagnetics in Time-Domain (CEM-TD)","","","","",""
"2007 Workshop on End-to-End Monitoring Techniques and Services (E2EMON)","Communications, Computing & IT","","","",""
"2007 Workshop on GMPLS Performance: Control Plane Resilience","Communications","","","",""
"2007 Workshop on High Performance Switching and Routing (HPSR)","Communications, Computing & IT","","","",""
"2007 Workshop on Solving Computational Challenges in Medical Imaging (WSCCMI)","Healthcare, Education, Computing & IT","","","",""
"2007 Workshop on ""Monitoring, Attack Detection and Mitigation"" (MonAM 2007)","Defense, Computing & IT, Critical Infrastructure, Communications","","","",""
"2007 World Haptics Conference 2nd Joint EuroHaptics Conf. & Symp. on Haptic Interface for Virtual Environment and Teleoperator Systems","Computing & IT, Entertainment, Communications, Education","Physical Computing","Man & Cybernetics, Computer, Instrumentation & Measurement, Control Systems","",""
"2007 World Haptics Conference 2nd Joint EuroHaptics Conf. & Symp. on Haptic Interface for Virtual Environment and Teleoperator Systems","Healthcare, Education, Computing & IT","","","",""
"ESSCIRC 2007 - 33rd European Solid State Circuits Conference","","","","",""
"ESSDERC 2007 - 2007 37th European Solid State Device Research Conference","","","","",""
"ESSDERC 2007 - 2007 37th European Solid State Device Research Conference","","","","",""
"GLOBECOM 2007 - 2007 IEEE Global Telecommunications Conference","Manufacturing & Devices, Energy, Communications, Computing & IT, Healthcare, Entertainment, Transportation","","","",""
"ICASSP 2007 - 2007 IEEE International Conference on Acoustics, Speech and Signal Processing","","","","",""
"ICC 2007 - 2007 IEEE International Conference on Communications","Manufacturing & Devices, Energy, Communications, Computing & IT, Healthcare, Entertainment, Transportation","","","",""
"IECON 2007 - 33rd Annual Conference of IEEE Industrial Electronics","","","","",""
"IEEE CogNet 2007 Workshop 'Towards Cognition in Wireless Networks' (CogNet @ ICC 2007)","Communications, Computing & IT","","","",""
"IEEE INFOCOM 2007 - IEEE Conference on Computer Communications","Communications, Computing & IT","","","",""
"IGARSS 2007 - 2007 IEEE International Geoscience and Remote Sensing Symposium","","","","",""
"INTELEC 2007 - 2007 International Telecommunications Energy Conference","","","","",""
"LEOS 2007 - 20th Annual Meeting of the IEEE Lasers and Electro-Optics Society","Manufacturing & Devices, Communications, Defense, Healthcare, Computing & IT, Environment","","","",""
"MILCOM 2007 - 2007 IEEE Military Communications Conference","Communications, Defense","","","",""
"NAFIPS 2007 - 2007 Annual Meeting of the North American Fuzzy Information Processing Society","","","","",""
"OCEANS 2007","","","","",""
"OCEANS 2007 - EUROPE","","","","",""
"OCEANS 2007 - EUROPE","","","","",""
"Packet Video 2007","","","","",""
"Packet Video 2007","","","","",""
"Packet Video 2007","Communications","","","",""
"Polytronic 2007 - 6th International Conference on Polymers and Adhesives in Microelectronics and Photonics","","","","",""
"SICE 2007 - 46th Annual Conference of the Society of Instrument and Control Engineers of Japan","","","","",""
"SICE 2007 - 46th Annual Conference of the Society of Instrument and Control Engineers of Japan","","","","",""
"SICE 2007 - 46th Annual Conference of the Society of Instrument and Control Engineers of Japan","Manufacturing & Devices, Communications, Defense, Education, Computing & IT, Healthcare, Entertainment","","","",""
"SICE 2007 - 46th Annual Conference of the Society of Instrument and Control Engineers of Japan","","","","",""
"TELSIKS 2007 - 2007 8th International Conference on Telecommunication in Modern Satellite, Cable and Broadcasting Services","","","","",""
"TELSIKS 2007 - 2007 8th International Conference on Telecommunication in Modern Satellite, Cable and Broadcasting Services","","","","",""
"TELSIKS 2007 - 2007 8th International Conference on Telecommunication in Modern Satellite, Cable and Broadcasting Services","Entertainment, Communications","","","",""
"TRANSDUCERS 2007 - 2007 International Solid-State Sensors, Actuators and Microsystems Conference","","","","",""
