Type,ID,Name,Description,URL,Tags,Society Abbreviations,Conference Year,Standard Status,Standard Technical Committees,Keywords,Priority,Completed,Project Code,PubID,Date
education,UH3020,Profile of IEEE Consultants: 2006,"As a consultant is preparing a proposal or negotiating a contract, one of the primary concerns is deciding how much to charge. To establish a fixed price or a fee that is both competitive and fair, the consultant needs to know what other consultants working in similar fields charge. In response to this need, the Alliance of IEEE Consultants Networks (AICN) conducts national fee surveys of its members. This report on the IEEE-USA 2006 Consultants Fee Survey provides the profile of typical self-employed and independent technical consultants, including their education, experience, business practices, median earnings and hourly fee.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.rtresume=%2Frt%2Fsalary_database%2Fshop&top.title=IEEE-USA+Consultants+Profile+2006&main.id=777&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=IEEE-USA+Consultants+Profile+2006,"Surveys Committee| Alliance of IEEE Consultants Networks Coordinating Committee| United States Activities Board| Business| Business communication| Data collection| Data communication",IEEE-USA,,,,"IEEE-USA, career, consulting, fees",yes,No,,,2/1/2007
education,UH3379,IEEE-USA Unemployment Survey - 2006 Edition,"This report on the sixth IEEE-USA Unemployed Members Survey provides a comprehensive portrait of IEEE's unemployed U.S. membership and offers insights into the causes — and remedies — for loss of employment among technical professionals. The first section reports the percentage distribution or means response for each of the questions in the survey. The second reports the results of selected cross tabulations that focus on age and various aspects of employment status. The third reports the results of a multivariate analysis that focuses on the impact of age on the duration of unemployment when other factors are held constant. The final section compares some of the current results to those in 1995, 1996, 1998, 2002 and 2004.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.rtresume=%2Frt%2Fsalary_database%2Fshop&top.title=IEEE-USA+Unemployment+Survey+2006&main.id=778&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=IEEE-USA+Unemployment+Survey+2006,"Retirement| Termination of employment| Unemployment| Economics| Finance| Planning| Employment""
",IEEE-USA,,,,"IEEE-USA, career, employment",yes,No,,,4/1/2007
education,UH3541,Engineering a Communication Bridge: Common-Language Correspondence Between Engineers and Policy Makers,"In today's policy arena, some policy-makers take the advice of those with the most valid arguments and evidence — while others take the advice of those with the loudest and sometimes most controversial voices. This e-book attempts to fuse the two viewpoints, so that those with the most valid and well-supported arguments may be heard more clearly — allowing engineers to have their arguments heard, and most importantly, properly understood by present and future policy-makers.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.rtresume=%2Frt%2Fsalary_database%2Fshop&top.title=Engineering+a+Communication+Bridge%3A+Common-Language+Correspondence+Between+Engineers+%26+Policy-Makers&main.id=775&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Engineering+a+Communication+Bridge%3A+Common-Language+Correspondence+Between+Engineers+%26+Policy-Makers,"Public Policy| Communication effectiveness| Communication aids| Engineering - general| Communication engineering education| Communication standards| Professional communication| Communication system operations and management| Communication systems",IEEE-USA,,,,"IEEE-USA, communication",yes,No,,,1/1/2007
education,UH2973,Engineers' Guide to Lifelong Employability: What Are You Worth?,"This e-book explains how to determine — and obtain — your full value as a technical professional employee. Topics covered include how to benchmark your pay, negotiation strategies, the importance on non-salary compensation, how to evaluate a salary offer, and more.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7563&top.title=Engineer%27s+Guide+to+Lifelong+Employability%3A+What+Are+You+Worth%3F,"Engineering - general| Career development| Career Maintenance and Development Committee| Management training| Training| Business| Job listing service| Employment",IEEE-USA,,,,"IEEE-USA, career, employment",yes,No,,,12/1/2006
education,UH2972,Engineers' Guide to Lifelong Employability: The Transition from School to Work,"This e-book provides a road map for the student preparing to enter the job market — what employers are looking for, how they will find you, how you can best find them, and what career paths are open to you as a new grad.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7562&top.title=Engineer%27s+Guide+to+Lifelong+Employability%3A+The+Transition+from+School+to+Work,"Engineering - general| Career development| Career Maintenance and Development Committee| Management training| Training| Business| Job listing service| Employment",IEEE-USA,,,,"IEEE-USA, career, employment",yes,No,,,12/1/2006
education,UH2971,Engineers' Guide to Lifelong Employability: On Resumes Traditional and Otherwise,"This e-book provides everything you need to know about creating and using resumes and cover letters — traditional to digital-age — in a convenient, easy-to-read format. Before you sit down to update your resume, learn the basics about format, content and delivery. Plus, how to avoid common blunders, and how to follow-up. This short primer will shorten the distance between you and your next great job!",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7561&top.title=Engineer%27s+Guide+to+Lifelong+Employability%3A+On+Resumes,"Engineering - general| Career development| Career Maintenance and Development Committee| Management training| Training| Business| Job listing service| Employment",IEEE-USA,,,,"IEEE-USA, career, employment",yes,No,,,12/1/2006
education,UH3331,Guidelines for Professional Employment: A Framework for Communication,"The strength of our nation will always be dependent on having highly competent and dedicated engineering and science professionals. We can enhance future economic strength by nurturing employer-employee relationships that will help retain and motivate experienced engineers, and will also continue to attract new talent. These IEEE-USA-developed Guidelines can help employers and employees to understand clearly and fully the conditions in the workplace of the current and coming years, and they can provide guidance toward behavior that will be beneficial to the country and the engineering profession. Regular discussion of these Guidelines among employers, managers, human resources personnel and engineers will provide a basis for enhancing their working relationships and will lead to good communication and cooperation in the workplace.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7559&top.title=Guidelines+for+Professional+Employment,"Writing| Training| Proposals| Professional communication| Communication effectiveness| Communication networks| Career development| Electronic mail",IEEE-USA,,,,"IEEE-USA, career, communication",yes,No,,,10/1/2006
education,UH3360,Strategic Thinking: A High-Tech Strategy Guidebook,"This how-to guide provides the language and process of strategy with the basic tools needed to understand and implement it. It intends to provide an accessible guide to strategy for non-strategists in high-technology companies. It may also provide enough guidance to set non-strategists on the road to becoming effective strategists. The guidebook's goal is not to provide you with answers to what good strategy looks like, but rather to show the processes and frameworks that enable strategists to create and implement good strategy. The book is structured into three sections that reflect the steps of the strategy process: analysis, synthesis and action.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7554&top.title=Strategic+Thinking%3A+A+High-Tech+Strategy+Guidebook,"Technology| Business| Process design| Process planning| Business communication| Data collection| Data communication",IEEE-USA,,,,"IEEE-USA, career, technology strategy",yes,No,,,8/1/2006
education,UH3350,The Best of Today's Engineer: On Career Survival (Vol. 1),"This compilation of exceptional articles on career survival from IEEE-USA Today's Engineer magazine can help you find success in today's challenging job market. The skill we all need is the ability to survive in a changing world. You need to understand the changing business eco-system and what the changes mean to engineers. You'll find these articles increase your situational awareness of the marketplace. This awareness can help you in career planning and skills development. In these articles you'll learn how to assess the market and yourself, how to stay competitive, and what steps to take to survive and remain competitive in the marketplace.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7553&top.title=The+Best+of+IEEE-USA+Today%27s+Engineer%3A+On+Career+Survival,"Engineering - general| Career development| Career Maintenance and Development Committee| Management training| Training| Business| Job listing service| Employment",IEEE-USA,,,,"IEEE-USA, Today's Engineer, career, career survival, career vitality",yes,No,,,7/1/2006
education,UH3540,Communicating With Congress: How to Build a Relationship With Your Elected Officials,"This lively and easy-to-read manual gives you everything you need to know to make a positive impact on Congressional policy. Chapters cover the ""hows"" and ""whys"" of emailing, letter-writing, Congressional visits, politics and the press, campaign volunteering and contributing, and more. Learn how communicating with Congress can benefit you, your profession, and our democracy -- and how IEEE-USA's grass-roots network can support your own efforts to become an effective citizen lobbyist.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.rtresume=/rt/salary_database/shop&top.title=Communicating+With+Congress&main.id=7552&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Communicating+With+Congress,"Government| Governmental Factors| US Government agencies| Voting| Communication| Electronic voting",IEEE-USA,,,,"IEEE-USA, communication",yes,No,,,4/1/2006
education,UH3310,Career Planning Guide: How to Achieve Greater Satisfaction and Impact at Work,"What do you want from your work and your career? Whatever your career goals and interests, this planning tool will help you achieve greater satisfaction and make more of an impact at work. Because your career values and goals are unique, you are the only person qualified to determine the course of action that will best suit your interests. This guide will help you identify and tailor solutions to your unique needs, goals and work situation.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=6843&top.title=Career+Planning+Guide+for+IEEE+Members,"Engineering - general| Career development| Career Maintenance and Development Committee| Management training| Training| Business| Employment",IEEE-USA,,,,"IEEE-USA, career",yes,No,,,3/1/2006
education,UH3530,NHIN: Interoperability for the National Health Information Network,"Development of a National Health Information Network (NHIN) has been proposed as a means of providing secure and reliable transport of healthcare information. Developed by members of IEEE-USA's Medical Technology Policy Committee Interoperability Working Group, this whitepaper outlines a definition of interoperability for the NHIN, discusses the role of standards in guaranteeing interoperability, and provides a taxonomy of standards for developing the NHIN.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.rtresume=%2Frt%2Fsalary_database%2Fshop&top.title=Interoperability+for+the+National+Health+Information+Network+%28NHIN%29&main.id=7550&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Interoperability+for+the+National+Health+Information+Network+%28NHIN%29,"Health information management| Medical services| Interoperability| Internetworking| Medical Technology Policy Committee| Public policy| Government",IEEE-USA,,,,"IEEE-USA, policy, NHIN, interoperability, National Health Information Network",yes,No,,,2/1/2006
education,UH3510,The Reliability of the Electric Transmission Infrastructure in the 21st Century,"A raging battle exists between market pressures, technical necessities and policy priorities when it comes to modern energy and electricity sectors. Engineers, economists and policy specialists must all be knowledgeable about all sides of the fray to come to a peaceful resolution — as the vital American energy infrastructure — the lifeblood of our society — depends on it. This eBook provides detailed analysis of The Energy Policy Act of 2005.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.rtresume=%2Frt%2Fsalary_database%2Fshop&top.title=The+Reliability+of+the+Electric+Transmission+Infrastructure+in+the+21st+Century&main.id=7548&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=The+Reliability+of+the+Electric+Transmission+Infrastructure+in+the+21st+Century,"Energy| Engineering - General| Business| Economics| Energy Policy Committee| Energy management| Government| Legal factors",IEEE-USA,,,,"IEEE-USA, electric transmission reliability, energy",yes,No,,,1/1/2006
education,UH3520,RFID: The State of Radio Frequency Identification (RFID) Implementation and Policy Implications,"RFID is rapidly becoming the enabling technology of the 21st Century. This eBook, based on a white paper by the IEEE-USA Committee on Communications and Information Policy, dated 21 November 2005, provides a basic introduction to RFID technology and surveys the current state of its implementation.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.rtresume=%2Frt%2Fsalary_database%2Fshop&top.title=The+State+of+Radio+Frequency+Identification+%28RFID%29+Implementation+and+Its+Policy+Implications&main.id=7549&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=The+State+of+Radio+Frequency+Identification+%28RFID%29+Implementation+and+Its+Policy+Implications,"Technology| Business| Active RFID tags| Passive RFID tags| Radiofrequency identification| RFID tags",IEEE-USA,,,,"IEEE-USA, RFID, policy",yes,No,,,12/1/2005
education,UH3010,The Best of Today's Engineer: On Consulting (Vol. 1),"IEEE-USA's first eBook puts 65 pages of content for consultants right at your fingertips. Access information on how to start a local consultants network; how to make sure you get paid for your work; how to make the transition from marketing to paid consulting; IEEE-USA's 2004 Profile of Consultants; and a sample consulting contract. Read it online, or print it to keep with your reference books.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=759&top.title=The+Best+of+IEEE-USA+Today%27s+Engineer%3A+On+Consulting,"Social network services| Information retrieval| Social factors| Alliance of IEEE Consultants Networks Coordinating Committee| United States Activities Board| Engineering - general",IEEE-USA,,,,"IEEE-USA, Today's Engineer, career, consulting",yes,No,,,8/1/2005
education,GD0033,A Policy Framework for the 21st Century Grid - A Progress Report - February 2013,"An update to the original report (published June 2011), this new report summarizes recent federal government actions to deliver on the promise of a 21st century grid while fostering job growth, innovation, and consumer savings. The Subcommittee on Smart Grid of the National Science and Technology Council's Committee on Technology prepared the report.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=77161&top.title=A+Policy+Framework+for+the+21st+Century+Grid+-+A+Progress+Report+-+February+2013,"Power grids| Government| Government policies| Interoperability| Internetworking| Smart grids",IEEE-USA,,,,"IEEE-USA, govdoc, policy, energy, free",yes,No,,,5/17/2013
