Type,ID,Name,Description,URL,Tags,Societies,Year,Standard Status,Technical Committee,Keywords,Priority
Standard,1451.2,Standard for a Smart Transducer Interface for Sensors and Actuators - Transducer to Microprocessor Communication Protocols and Transducer Electronic Data Sheet (TEDS) Formats,"The scope of the revision is to include alternate physical layers to utilize existing, widely available, low-cost data transfer methods in order to reduce complexity and cost.  The TEDS will be assessed for inclusion of new features, including additional control functions to improve communications between STIM (Smart Transducer Interface Module) and NCAP (Network Capable Application Processor) and the creation of a stand-alone mode in which supported NCAP network protocols would be specified.  This project will not specify signal conditioning, signal conversion, or how the TEDS data are used in application.",http://standards.ieee.org/cgi-bin/status?Designation: 1451.2,,IM,,Project,ST,              ,yes
Standard,1451.6,Standard for A Smart Transducer Interface for Sensors and Actuators - A High-speed CANopen-based Transducer Network Interface for Intrinsically Safe and Non-intrinsically Safe Applications. ,"This project establishes a CANopen-based network for multi-channel transducer modules. The standard defines the mapping of IEEE 1451 Transducer Electronic Data Sheet (TEDS) to the CANopen dictionary entries as well as communication messages, process data, configuration parameter, and diagnosis information. It adopts the CANopen device profile for measuring devices and closed-loop controllers. This project defines an intrinsically safe (IS) CAN physical layer.",http://standards.ieee.org/cgi-bin/status?Designation: 1451.6,,IM,,Project,ST,              ,yes
Standard,1658,Standard for Terminology and Test Methods of Digital-to-Analog Converter Devices,"This project will define the terminology and test methods to clearly document standard world-wide terms used to describe and test Digital to Analog Converters (DAC's). It will be restricted to monolithic, hybrid and module DAC's and not cover systems encompassing DAC's.",http://standards.ieee.org/cgi-bin/status?Designation: 1658,,IM,,Project,WM&A,              ,yes
Standard,1451.1,Standard for A Smart Transducer Interface for Sensors and Actuators – Network Capable Application Processor (NCAP) Information Model ,"The project stays within the scope of the original standard, IEEE 1451.1-1999, namely to create a network neutral, common object model for the components of a networked smart transducer together with the interfaces to these components. The project updates the standard, as a consequence of technology and implementation experience, in the following areas: 1) Removes functionality unused in most current implementations. 2) Revises the transducer block abstract class (section 9.5) interface specifications to be compatible with the Application Program Interface(API)s in the IEEE 1451.0 standard. 3) Introduces the concept of interfaces to support multiple inheritances and use the concept to simplify the component, service, and data class hierarchy. 4) Revises the conformance requirements to enable simpler, minimally conformant systems. 5) Provide in an advisory addendum a reference mapping of 1451.1 to java, including an on-the wire protocol specification compatible with internet technologies.",http://standards.ieee.org/cgi-bin/status?Designation: 1451.1,,IM,,Project,ST,"  compliance  conformance testing  MAC  MAU  PICS  PIXIT  PLS""  ""       ",yes
Standard,1241,Standard for Terminology and Test Methods for Analog-to-Digital Converters,"The material presented in this standard is intended to provide common terminology and test methods for the testing and evaluation of analog-to-digital converters (ADCs). This standard considers only those ADCs whose output values have discrete values at discrete times, i.e. they are quantized and sampled. In general, this quantization is assumed to be nominally uniform (the input-output transfer curve is approximately a straight line) as discussed further in clause 1.3, and the sampling is assumed to be at a nominally uniform rate. Some but not all of the test methods in this standard can be used for ADCs that are designed for non-uniform quantization.  The scope is the same as the first paragraph of the scope from IEEE Std 1241-2000.  The second and third  paragraphs of the existing scope have been moved to the purpose"". """,http://standards.ieee.org/cgi-bin/status?Designation: 1241,,IM,,Project,WM&A," date component remediation techniques Year 2000 compliant""  ""           ",yes
Standard,1693,Standard for Modular Interconnect Packaging for Scalable Systems ,"This standard defines the electrical and mechanical specifications of a modular interconnect packaging system design for Automatic Test System (ATS).  It specifically describes a building block approach based upon the integration of three elements:  (1) the outer enclosure and the inner Eurocard standard mechanical chassis that forms the mechanical structure of the building block with alignment features to mate with other enclosures [building blocks];  (2) upgraded IEEE-1155 Standard for VME eXtensions for Instrumentation (VXI), that adds serial bus control to the backplane, a new pluggable virtual power source, and extends the VXI module length to directly couple with rear connectors of the IEEE-P1505 Receiver Fixture Interface [RFI] Standard; and (3) the segmentation of the IEEE-P1505 RFI Receiver Framework to match size of the basic building block while also meeting the intent of the IEEE-P1505.1 Common Test Interface (CTI) Pin Map Standard.    ",http://standards.ieee.org/cgi-bin/status?Designation: 1693,,IM,,Project,AI,"  and reporting methods.  It is not intended that these practices be employable in a mechanical or rote fashion: significant engineering judgment must be exercised by the user of this document in applying its recommendations."" bridge date real-time clock (RTC)  remediation rollover system time test Year 2000 Y2K""  ""    ",yes
Standard,1696,Standard for Terminology and Test Methods for Circuit Probes,"This standard provides test method(s) and describes transfer (artifact) standards for characterizing electrical circuit probes and probes systems. The systems may include waveform acquisition hardware and software and signal/waveform analysis software. The probe will include the mechanism by which the circuit is contacted. This method and standard will be applicable to all individual probes having one signal conductor and one ground conductor or two signal conductors, and having an input impedance greater than the impedance of the circuit under test. ",http://standards.ieee.org/cgi-bin/status?Designation: 1696,,IM,,Project,WM&A," Internet Intranet Web page Web site Web site engineering Web site lifecycle Web site management well-engineered Web page World Wide Web""  ""     ",yes
Standard,1155,Standard for VME eXtensions for Instrumentation (VXI) Upgrade for Serial Bus (VITA 41.3) Integration and other Enhancements,"This standard describes the electrical and mechanical specifications of the IEEE-1155 VME eXtensions for Instrumentation (VXI) Standard that supports an integrated legacy parallel bus and serial bus architecture adopted from VME International Trade Association (VITA) Standard 41.3, and LAN eXtensions for Instrumentation (LXI) Consortium. It also addresses the definition of: (a) a c-size pluggable virtual power module; (b) the direct coupling option of the instrument module to the IEEE-P1505 Receiver Fixture Interface (RFI); (c) enhanced cooling structure; (d) advanced VME Controller/Switch Fabric modules; (e) VME64 connector compliance implementation; ((f) improved noise and ripple isolation for system power source requirements; (g) cooling air flow measurement;(h) LXI protocol/control line implementation; and (i) IEEE-1149 Test Bus implementation. The specification also details: instrument module footprints, connector mechanics and electrical I/O between the backplane and instrument module, cooling/EMI requirements; VXI mainframe mechanical structure, cooling and environmental requirements; and the VXI backplane mechanical and electrical requirements.",http://standards.ieee.org/cgi-bin/status?Designation: 1155,,IM,,Project,AI,              ,yes
Standard,1721,Standard for Objective Measurement of Systemic Arterial Blood Pressure in Humans,"The document covers two topics concerning systemic arterial blood pressure in humans. The first topic is objective measurement and analysis of systemic arterial pulses. The second topic is objective measurement of systemic arterial blood pressure. Adaptations, extensions, and connections to existing standards (IEEE 181-2003, IEEE 1073-2000) are considered enabling seamless integration of blood pressure measurement (BPM) with clinical data recording (electronic health monitoring). The standard considers only objective techniques for BPM assuring that the measurement process satisfies the current standards for evaluating and expressing the uncertainty of the measurement results along with traceability, down to the device that was actually used to transduce the signal.",http://standards.ieee.org/cgi-bin/status?Designation: 1721,,IM,,Project,IM,              ,yes
Standard,181,"Standard on Transitions, Pulses, and Related Waveforms","This standard defines terms pertaining to transitions, pulses, and related signals amd defines procedures for estimating their parameters.",http://standards.ieee.org/cgi-bin/status?Designation: 181,,IM,,Project,WM&A,"  POSIX  Shell and Utilities  test methods""  ""           ",yes
Standard,378,Recommended Practice for Scattering Parameter Measurements and Uncertainty Analysis Using Network Analyzers ,"Vector Network Analyzers (VNAs) are used to measure reflection and transmission coefficients of multi-port networks at radio, microwave and millimeter-wave frequencies from a few kHz to 110 GHz and beyond. This standard provides a common base for analysis of measurements made on vector network analyzers. A description of terminology is included so that a common language can be used to understand the measurement instruments and parameters, the methods of measurement, and the uncertainty associated with a measurement. Because of the complexities of the measurement parameters, instruments and uncertainties, this standard does not cover all of the possible techniques and analysis methods. ",http://standards.ieee.org/cgi-bin/status?Designation: 378,,IM,,Project,HFM,              ,yes
Standard,1451.7,Standard for a Smart Transducer Interface for Sensors and Actuators - Transducers to Radio Frequency Identification (RFID) Systems Communication Protocols and Transducer Electronic Data Sheet Formats,This standard defines data formats to facilitate communications between Radio Frequency IDentification (RFID) systems and smart RFID tags with integral transducers (sensors and actuators). The standard defines new Transducer Electronic Data Sheet (TEDS) formats based on the IEEE 1451 family of standards. This standard also defines a command structure and specifies the communication methods with which the command structure is designed to be compatible. ,http://standards.ieee.org/cgi-bin/status?Designation: 1451.7,,IM,,Project,ST,              ,yes
Standard,1549,Standard for Microwave Filter Definitions,To provide the definitions for microwave filter term standard.,http://standards.ieee.org/cgi-bin/status?Designation: 1549,,MTT,,Project,SCC,              ,yes
Standard,1785,Standard for rectangular waveguides and flanges for rectangular waveguides for use at millimeter and sub-millimeter wavelengths,"This standard provides the relevant specifications for hollow metallic rectangular waveguide operating over the frequency range 110 GHz to 1100 GHz (i.e 1.1 THz).     The standard is in two parts:     1) specifications for the waveguide (including aperture dimensions, frequency range, cut-off frequency, etc);     2) specifications for the waveguide flanges (including engineering drawings, etc).     This standard considers the tolerances of the waveguide aperture dimensions and the flanges, and the effect these have on the electrical properties (in terms of return loss, transmission loss, etc) of the waveguide.   ",http://standards.ieee.org/cgi-bin/status?Designation: 1785,,MTT,,Project,SCC,              ,yes
Standard,1787,Standard for High Frequency Characterization for Low Temperature Co-Fired Ceramic (LTCC)Materials,This standard develops standard test methods to characterize and control Low Temperature Co-Fired Ceramic (LTCC) materials systems.  The test methods are independentant of the type of LTCC materials system.  The test methods will be usable by all vendors of LTCC to characterize and measure LTCC materials systems in frequencies up to 110GHz.,http://standards.ieee.org/cgi-bin/status?Designation: 1787,,MTT,,Project,SCC,              ,yes
Standard,1802,Standard for Coaxial Connector Identification,This standard develops a color-coding protocol to be used to identify various types of coaxial connnectors.,http://standards.ieee.org/cgi-bin/status?Designation: 1802,,MTT,,Project,SCC,              ,yes
Standard,N320,Performance Specifications for Reactor Emergency Radiological Monitoring Instrumentation,,http://standards.ieee.org/cgi-bin/status?Designation: N320,,NPS,,Project,N42,              ,yes
Standard,325,Standard Test Procedures for Germanium Gamma-Ray Detectors Used in Analog and Digital Signal Processing Systems,The scope of this project is to update 325-1996 for modern electronics and add new source-detection geometries.,http://standards.ieee.org/cgi-bin/status?Designation: 325,,NPS,,Project,NI&D,              ,yes
Standard,N42.31,Standard for Measurement Procedures for Resolution and Efficiency of Wide-Bandgap Semiconductor Detectors of Ionizing Radiation,"This standard applies to wide-bandgap semiconductor radiation detectors, such as cadmium telluride (CdTe), cadmium-zinc-telluride (CdZnTe, referred to herein as CZT), and mercuric iodide (HgI2) used in the detection and measurement of ionizing radiation at room temperature; gamma rays, X-rays, and charged particles are covered. The measurement procedures described herein apply primarily to detector elements having planar, hemispherical, or other geometries in which charge carriers of both polarities contribute to the output signal. When the devices are an integral part of a system, it may not be possible for a user to make tests on the detector alone. In this instance, tests on the detector element must be established by mutual agreement between the manufacturer and the user.",http://standards.ieee.org/cgi-bin/status?Designation: N42.31,,NPS,,Project,NI&D,              ,yes
Standard,1690,Standard Methods for the Characterization of Carbon Nanotubes Used as Additives in Bulk Materials,This recommended practice provides standard methods for the characterization of carbon nanotubes used as additives in bulk materials.,http://standards.ieee.org/cgi-bin/status?Designation: 1690,,NANO,,Project,SC,              ,yes
Standard,1784,Standard for Nanomaterials Characterization and Use in Large Scale Electronics Manufacturing,"To fully benefit from the cost, performance, and flexibility of new electronics products manufactured on a large-scale, an industry accustomed to the purchase, use, and engineering of continuum materials must grow to embrace appropriate new practices at the nano-scale.",http://standards.ieee.org/cgi-bin/status?Designation: 1784,,NANO,,Project,SC,"  contact discharge  coupling plane  direct application  electrostatic discharge (ESD)  indirect application  protective relay""  ""        ",yes
Standard,1650,Standard Test Methods for Measurement of Electrical Properties of Carbon Nanotubes,This document provides standard methods for the electrical characterization of carbon nanotubes (CNTs). The methods are independent of processing routes used to fabricate the CNT's.     ,http://standards.ieee.org/cgi-bin/status?Designation: 1650,,NANO,,Project,SC,"  dependability  frequency shift keying  power system  protective relaying  security  telephone circuits  teleprotection  voice grade channels""  ""      ",yes
Standard,4,Standard for High Voltage Test Techniques,"The proposed revision will update the current standard, add several new techniques and methods and align more completely with IEC sister standards.",http://standards.ieee.org/cgi-bin/status?Designation: 4,,PE,,Project,PSIM,"  breaker-failure relaying  bus protection  electric service  non-utility generation  protective relays  transformer protection  utility-consumer interconnection""  ""       ",yes
Standard,977,Guide to Installation of Foundations for Transmission Line Structures,Update of the guide to include additions of modern techniques and procedures. Conversion of guide to metric units.  Original Scope: This guide presents various approaches to good practice that could improve the installation of transmission line structure foundations.  This guide covers only the construction aspects of the installation of the foundations.,http://standards.ieee.org/cgi-bin/status?Designation: 977,,PE,,Project,T&D,              ,yes
Standard,1303,Guide for Static Var Compensator Field Tests,"This document is a guide for field testing and commissioning of static var compensators (SVCs). As such, the document establishes general guidelines and criteria for field testing to verify the specified performance of SVC  systems. This guide does not   - Cover factory and simulator tests of SVC system components (but it assumes that such tests have been performed beforehand).   - Discuss the division of responsibility between user and supplier, since this division is usually defined in the contract between buyer and supplier. Most often, however, the practice is for the equipment, subsystem, and commissioning tests to be performed by the supplier, and the acceptance tests to be performed by the buyer or user.",http://standards.ieee.org/cgi-bin/status?Designation: 1303,,PE,,Project,SUB,              ,yes
Standard,1249,Guide for Computer Based Controls for Hydroelectric Power Plant Automation,"The original scope of the guide was to provide guidance to the practicing engineer in the field of hydroelectric power plants by describing the application, design concepts and implementation of computer-based control systems for hydroelectric power plant automation. It also addresses functional capabilities, performance requirements, interface requirements, tradeoffs, hardware considerations and includes typical application examples.",http://standards.ieee.org/cgi-bin/status?Designation: 1249,,PE,,Project,ED&PG,              ,yes
Standard,C62.21.1,"Recommended Practice for the Application of Surge Voltage Protective Equipment on AC Rotating Machinery Rated 1 kV to 30 kV, Generators and Single-Turn Coil Motors","This recommended practice covers the application of surge voltage protective equipment to ac rotating machinery rated 1 kV to  30 kV.  This recommended practice covers rotating generators with and without generator circuit breakers, and single-turn coil motors.  This recommended practice extends the surge protection guidance provided for form-wound multi-turn coil motors in IEEE C62.21-2003 to cover here the insulation surge voltage withstand strength, the surge environment and the application of surge voltage protection to motors and generators with windings having single-turn coils, and the surge environment and application of surge voltage protection to generators with windings having form-wound multi-turn coils.",http://standards.ieee.org/cgi-bin/status?Designation: C62.21.1,,PE,,Project,SPDHV,              ,yes
Standard,1591.1,Standard for Testing and Performance of Hardware for Optical Groundwire (OPGW),"This standard covers the construction, mechanical and electrical performance, test requirements, environmental considerations, and acceptance criteria for qualifying hardware for use with optical ground wire (OPGW).",http://standards.ieee.org/cgi-bin/status?Designation: 1591.1,,PE,,Project,PSC,              ,yes
Standard,1591.2,Standard for Testing and Performance of Hardware for All-Dielectric Self-Supporting (ADSS) Fiber Optic Cable ,"This standard covers the construction, mechanical and electrical performance, test requirements, environmental considerations, and acceptance criteria for qualifying hardware for use with all-dielectric self-supporting (ADSS) fiber optic cable.",http://standards.ieee.org/cgi-bin/status?Designation: 1591.2,,PE,,Project,PSC,              ,yes
Standard,1591.3,Standard for Qualifying Hardware for Helically-Applied Fiber Optic Cable Systems (WRAP Cable),"This standard covers hardware for use with all-dielectric fiber optic (WRAP) cable designed to be helically wrapped around a conductor or other messenger on overhead power facilities.   This covers mechanical, and electrical performance, test requirements, environmental considerations, and acceptance criteria for qualification of the hardware.",http://standards.ieee.org/cgi-bin/status?Designation: 1591.3,,PE,,Project,PSC,              ,yes
Standard,1601,Standard for Optical A.C. Current and Voltage Sensing Systems,"This standard is intended for use as a basis for performance and interchangeability of equipment covered, and to assist in the proper selection of such equipment.  This standard covers certain electrical, dimensional, and mechanical characteristics of optical current and voltage sensing systems used in the measurement of electricity and the control of equipment associated with the generation, transmission and distribution of alternating current.",http://standards.ieee.org/cgi-bin/status?Designation: 1601,,PE,,Project,PSIM,              ,yes
Standard,C37.105,Standard for Qualifying Class 1E Protective Relays and Auxiliaries for Nuclear Power Generating Stations,Determine procedures for pre-conditioning relays to the end of their qualified life prior to seismic testing for nuclear power facilities and revise the existing standard.,http://standards.ieee.org/cgi-bin/status?Designation: C37.105,,PE,,Project,PSR,              ,yes
Standard,C57.12.10,Standard Requirements for Liquid-Immersed Power Transformers,"This is a product standard which covers certain electrical, dimensional, and mechanical characteristics of 50 and 60 Hz, liquid-immersed power and auto- transformers. Such power transformers may be remotely or integrally associated with either primary switchgear or substations, or both, for step-down or step-up purposes base rated as follows: 833kva and above Single-Phase, 750 kva and above Three-Phase.  This standard applies to all liquid-immersed power and auto transformers that do not belong to the following types of apparatus: Instrument Transformers; Step voltage and induction voltage regulators; Arc-Furnace Transformers; Rectifier Transformers; Specialty Transformers; Grounding Transformers; Mobile Transformers; Mine Transformers",http://standards.ieee.org/cgi-bin/status?Designation: C57.12.10,,PE,,Project,TR,              ,yes
Standard,C57.98,Guide for Transformer Impulse Tests,To aid in the interpretation and application of the impulse testing requirements of the IEEE Standard Test Codes for Transformers.,http://standards.ieee.org/cgi-bin/status?Designation: C57.98,,PE,,Project,TR,              ,yes
Standard,C57.130,IEEE Trial-Use Guide for the Use of Dissolved Gas Analysis During Factory Temperature Rise Tests for the Evaluation of Oil-Immersed Transformers and Reactors,This trial-use guide consists of general recommendations for evaluation procedures and acceptance criteria for gases generated in oil-filled transformers and reactos during factory temperature rise tests.,http://standards.ieee.org/cgi-bin/status?Designation: C57.130,,PE,,Project,TR,              ,yes
Standard,C57.143,Guide for Application for Monitoring Equipment to Liquid-Immersed Transformers and Components,"This guide covers identification of the key parameters that can be monitored for obtaining an indication of the condition of liquid-immersed transformers.  It also covers risk/benefit analysis, sensor application, and monitoring systems application.  This guide does not cover interpretation of monitoring results.",http://standards.ieee.org/cgi-bin/status?Designation: C57.143,,PE,,Project,TR,              ,yes
Standard,C62.33,Standard Test Specifications for Varistor Surge-Protective Devices,"This revision will apply to varistor components for surge protection:     Transient overvoltages     EFT     ESD System voltages up to 1000 vac Applications up to 100mHz, tests of both polarities Statistical life evaluations Characteristics of construction evaluation:     Monolithic multilayer surface mount     Leaded",http://standards.ieee.org/cgi-bin/status?Designation: C62.33,,PE,,Project,SPDLV,              ,yes
Standard,C62.35,Standard Test Methods for Avalanche Junction Semiconductor Surge-Protective Device Components,"This standard applies to two-terminal or multiple terminal silicon junction avalanche breakdown diodes (ABDs), which are one type of surge protective component (SPC) used in Surge Protective Devices (SPDs) and equipment. Avalanche Breakdown Diodes limit (clamp) transient voltages and divert transient currents by PN junction breakdown. This standard contains terms, symbols, definitions and provides electrical test methods for verifying ratings and measuring characteristics. The service environment and environmental tests are also covered. This standard may also apply to other SPCs with similar V-I characteristics, such as junction punch-through diodes.",http://standards.ieee.org/cgi-bin/status?Designation: C62.35,,PE,,Project,SPDLV,              ,yes
Standard,C62.82.1,"Standard for Insulation Coordination - Definitions, Principles, and Rules","This insulation coordination standard and guide apply to three-phase ac systems above 1 kV and are divided into two parts.  This standard, the first part, specifies the procedure for selection of withstand voltages [basic lightning impulse insulation level (BIL) and basic switching impulse insulation level (BSL)] for equipment phase-to-ground and phase-to-phase insulation systems.  It also identifies a list of standard insulation levels, based on the voltage stress to which the equipment is being exposed.  Although the principles of this standard also apply to transmission line insulation systems, the insulation levels may be different from those identified as standard insulation levels. The other part is an application guide with practical examples, intended to provide guidance in the determination of the withstand voltages and to suggest calculation methods and procedures.",http://standards.ieee.org/cgi-bin/status?Designation: C62.82.1,,PE,,Project,SPDHV,              ,yes
Standard,807,Recommended Practice for Unique Identification in Hydroelectric Facilities,"This recommended practice provides a unique identification system for hydro facilities that segregates and incorporates plant, unit, system, and component identifiers as a minimum.",http://standards.ieee.org/cgi-bin/status?Designation: 807,,PE,,Project,ED&PG,              ,yes
Standard,1637,Guide to Select Terminations for Shielded Power Cables 5-46kV,"This guide will discuss the reasons why a termination is necessery on a shielded power cable.   Included is a short tutorial on termination theory, a general discussion of design and materials and a selection flow chart.",http://standards.ieee.org/cgi-bin/status?Designation: 1637,,PE,,Project,IC,              ,yes
Standard,C57.139,Guide for Dissolved Gas Analysis in Transformer Load Tap Changers,"This guide discusses and recommends methods of testing and evaluating dissolved gasses in mineral based transformer oils found in Load Tap Changers (LTCs). General types of LTC mechanisms, breathing configurations and electrical design will be included as evaluation criteria in determining when mechanical damage or failure has occurred. Dissolved Gas of the LTC is required. This guide will not be manufacturuer specific, rather category specific.",http://standards.ieee.org/cgi-bin/status?Designation: C57.139,,PE,,Project,TR,              ,yes
Standard,C57.32,"Standard Requirements, Terminology and Test Procedures for Neutral Grounding Devices","This standard applies to devices used for the purpose of controlling the ground current or the potentials to ground of an alternating current system.  These devices are: grounding transformers, ground-fault neutralizers, resistors, reactors, capacitors, or combinations of these.",http://standards.ieee.org/cgi-bin/status?Designation: C57.32,,PE,,Project,TR,              ,yes
Standard,C62.82.2,Guide for the Application of Insulation Coordination,"The insulation coordination standard and guide apply to three-phase as systems above 1 kV and are divided into two parts.  This guide, the second part, is an application guide with practicle examples, intended to provide guidance in the determination of the withstand voltages and to suggest calculation methods and procedures.  The insulation coordination examples for selected equipment are designed to explain the principles of Part 1.  The guide is intended for air-insulated as systems; caution should be exercised in the case of gas-insulated systems (GIS)  This revision of the guide will address comments recived during the recent document reaffirmation, will also address items contained in an IEC document on the same subject and will address any new information that is found.",http://standards.ieee.org/cgi-bin/status?Designation: C62.82.2,,PE,,Project,SPDHV,              ,yes
Standard,C57.131,Standard Requirements for Tap Changers,"The scope of original document was: This standard covers electrical and mechanical performance and test requirements for load tap changers installed in power transformers and voltage regulating transformers of all voltage and kVA ratings. It relates mainly to load tap changers immersed in transformer mineral oil, but may also be used for other insulating fluids insofar as conditions are applicable. This project expands the scope to include deenergized type tap changers.",http://standards.ieee.org/cgi-bin/status?Designation: C57.131,,PE,,Project,TR,              ,yes
Standard,1299,"Guide for the Connection of Surge Arresters to Protect Insulated, Shielded Electric Power Cable Systems",This project will review and correct minor errors that were pointed out in the balloting process. This project will review new and more detailed lightning protection information of cable systems. That data will be discussed and studied. The technical information of the guide will be updated to properly reflect that new information.,http://standards.ieee.org/cgi-bin/status?Designation: 1299,,PE,,Project,IC,              ,yes
Standard,1020,Guide for Control of Small (100 kVA to 5 MVA) Hydroelectric Power Plants,This guide describes the electrical control and monitoring requirements for equipment and systems associated with small hydroelectric power plants (100 kVA to 5 MVA).,http://standards.ieee.org/cgi-bin/status?Designation: 1020,,PE,,Project,ED&PG,              ,yes
Standard,C57.148,Standard for Control Cabinets for Power Transformers,"This standard will provide minimum and optional function, layout and construction requirements for standard control cabinet designs.  It will also include a coding system for specifying standard control cabinets with the required options.  This standard will apply to Series 1 and Series 2 power transformers and will not apply to distribution nor padmount design transformers.",http://standards.ieee.org/cgi-bin/status?Designation: C57.148,,PE,,Project,TR,              ,yes
Standard,485,Recommended Practice for Sizing Lead-Acid Batteries for Stationary Applications,"Methods for defining the dc load and for sizing a lead-acid battery to supply that load for stationary battery applications in full float operations are described. Some factors relating to cell selection are provided for consideration. Installation, maintenance, qualification, testing procedures, and consideration of battery types other than lead-acid are beyond the scope of this recommended practice. Design of the dc system and sizing of the battery charger(s) are also beyond the scope of this recommended practice.  ",http://standards.ieee.org/cgi-bin/status?Designation: 485,,PE,,Project,SB,              ,yes
Standard,1659,Standard for Connectors used in Underground Cable Splices and Terminations for Voltages of 5 to 35 kV,"This standard will define the test procedure and requirements, which apply to compression and mechanical connectors used in joints and terminations for underground primary network systems using copper and aluminum conductors. This standard applies to compression and mechanical connectors for underground cable in primary networks for rated voltages 5 kV - 35kV (E0 = 2.9 KV - 22kV)    This guide is not applicable to connectors for overhead conductors.        1. The conductor of the cable shall conform to the requirements of ICEA S97-682 with cross sections of no. 6 and larger for copper and no. 4 and larger for aluminum.        2. The maximum continuous operating temperature is less or equal to 90°C.        3. The maximum emergency temperature is less or equal to 130°C    ",http://standards.ieee.org/cgi-bin/status?Designation: 1659,,PE,,Project,IC,              ,yes
Standard,C57.149,Guide for the Application and Interpretation of Frequency Response Analysis for Oil Immersed Transformers,"This guide is applicable to the measurement of Frequency Response Analysis (FRA) of an oil immersed power transformer. The guide will include requirements and specifications for instrumentation, procedures for performing the tests, techniques for analyzing the data, and recommendations for long-term storage of the data and results. This specification can be used in both field and factory applications.    ",http://standards.ieee.org/cgi-bin/status?Designation: C57.149,,PE,,Project,TR,              ,yes
Standard,1663.1,Guide for the Application of Medium Voltage Gas-Insulated Substations 1kV to 52kV,"The guideline will describe engineering criteria including equipment selection, arrangements, ratings, controls, and construction considerations including installation, testing, and operations & maintenance factors.",http://standards.ieee.org/cgi-bin/status?Designation: 1663.1,,PE,,Project,SUB,              ,yes
Standard,979,Guide for Substation Fire Protection,The 1994 guide was developed to identify substation fire protection practices that generally have been accepted by industry. The revision will include changes in industry practices for substation fire protection.  New Sections on fire hazard assessment and pre-fire planning will be added.,http://standards.ieee.org/cgi-bin/status?Designation: 979,,PE,,Project,SUB,              ,yes
Standard,1665,"Guide for the Rewind of Synchronous Generators, 50 and 60 Hz, rated 1 MVA and above","The general parameters for this Guide apply to 50 or 60 hertz synchronous generators driven by reciprocating engines, steam turbines, combustion turbines, and hydro turbines.  The guide generally applies to the stator and rotor of generators with rated outputs of 1 MVA and above.  The guide does not address machine auxiliaries or the excitation system.",http://standards.ieee.org/cgi-bin/status?Designation: 1665,,PE,,Project,EM,              ,yes
Standard,C57.150,"Guide for the Transportation of Transformers and Reactors Rated 10,000 kVA or larger","This is a guide for the transportation of transformers and reactors rated 10,000 kVA or larger.  It provides information for minimizing the risk of damage and delays in the moving of transformers and reactors.",http://standards.ieee.org/cgi-bin/status?Designation: C57.150,,PE,,Project,TR,              ,yes
Standard,1222,Standard for All-Dielectric Self-Supporting Fiber Optic Cable,"This standard covers the construction, mechanical, electrical and  optical performance, installation guidelines, acceptance criteria, test requirements, and environmental considerations for an all-dielectric self-supporting fiber optic cable designed to be located on overhead electric power utility and telecommunications facilities.  This does not include cables used for underground installations.",http://standards.ieee.org/cgi-bin/status?Designation: 1222,,PE,,Project,PSC,              ,yes
Standard,519,Recommended Practices and Requirements for Harmonic Control in Electric Power Systems,"This recommended practice establishes goals for the design of electrical systems that include both linear and nonlinear loads. The voltage and current waveforms that may exist throughout the system are summarized and waveform distortion goals for the system designer are established. The interface between sources and loads is described as the point of common coupling; and observance of the design goals will minimize interference between electrical equipment.  This recommended practice addresses steady-state limitation. Transient conditions exceeding these limitations may be encountered. This document sets the quality of power that is to be provided at the point of common coupling and is not intended for application to individual pieces of electrical equipment. This document does not cover the effects of radio-frequency interference; however, it does include electromagnetic  interference with communication systems.",http://standards.ieee.org/cgi-bin/status?Designation: 519,,PE,,Project,T&D,              ,yes
Standard,C57.100,Standard Test Procedure for Thermal Evaluation of Insulation Systems for Liquid-Immersed Distribution and Power Transformers,"This standard provides test procedures to evaluate the thermal  aging characteristics of insulation systems used in liquid-immersed distribution or power transformers.  The dielectric liquid is part of the insulation system.  The test procedure shall simulate practical service conditions of the insulation system, with the main emphasis on the thermal aging of materials in the candidate insulation system as compared to a conventional insulation system.",http://standards.ieee.org/cgi-bin/status?Designation: C57.100,,PE,,Project,TR,              ,yes
Standard,C62.92.3,"Guide for the Application of Neutral Grounding in Electrical Utility Systems, Part III—Generator Auxiliary Systems ","The scope of this project is to summarize the general considerations in grounding of generating station auxiliary power systems, the factors to be considered in selecting between the appropriate grounding classes and specifying equipment ratings.  This guide applies to both medium-voltage (1 kV-15 kV) and low-voltage (less than 1 kV) auxiliary power systems.  The intent of this guide is to discuss grounding methods which may be used to limit equipment damage.  The emphasis is on reliability and availability of auxiliary power system service, achieved through control of ground-fault currents and transient overvoltages.",http://standards.ieee.org/cgi-bin/status?Designation: C62.92.3,,PE,,Project,SPDHV,              ,yes
Standard,C57.133,Guide for Short-Circuit Testing of Distribution and Power Transformers,"This test guide describes testing techniques and methods of analysis of the results for conducting short-circuit tests of distribution and power transformers, with ratings of 5 kVA and above.",http://standards.ieee.org/cgi-bin/status?Designation: C57.133,,PE,,Project,TR,              ,yes
Standard,81,"Guide for Measuring Earth Resistivity, Ground Impedance, and Earth Surface Potentials of a Grounding System",This project will provide a single document with practical  solutions for various testing methods and interpretation of results for measurements used in the design of new and evaluation of existing grounding systems.,http://standards.ieee.org/cgi-bin/status?Designation: 81,,PE,,Project,SUB,              ,yes
